"","X","issn","tilte","code","area","area2"
"5171",5708,"2512-1812","Public Administration and Information Technology",1710,"Information Systems","Other"
"5172",5709,"2512-1812","Public Administration and Information Technology",3321,"Public Administration","Social sciences"
"5173",5710,"2512-1812","Public Administration and Information Technology",1802,"Information Systems and Management","Other"
"5174",5711,"2514-9407","Journal of Property, Planning and Environmental Law",3322,"Urban Studies","Social sciences"
"5175",5712,"2514-9407","Journal of Property, Planning and Environmental Law",2308,"Management, Monitoring, Policy and Law","Other"
"5176",5713,"2514-9407","Journal of Property, Planning and Environmental Law",3308,"Law","Law"
"5177",5719,"2524-7123","Marx, Engels, and Marxisms",1202,"History","Humanities"
"5178",5720,"2524-7123","Marx, Engels, and Marxisms",3312,"Sociology and Political Science","Social sciences"
"5179",5721,"2524-7123","Marx, Engels, and Marxisms",1211,"Philosophy","Philosophy"
"5180",5723,"2561-4665","Canadian Journal of Bioethics",3306,"Health (social science)","Social sciences"
"5181",5724,"2561-4665","Canadian Journal of Bioethics",1211,"Philosophy","Philosophy"
"5182",5725,"2561-4665","Canadian Journal of Bioethics",2719,"Health Policy","Other"
"5183",5729,"2624-909X","Frontiers in Big Data",1701,"Computer Science (miscellaneous)","Other"
"5184",5730,"2624-909X","Frontiers in Big Data",1710,"Information Systems","Other"
"5185",5731,"2624-909X","Frontiers in Big Data",1702,"Artificial Intelligence","Other"
"5186",5734,"2662-5873","Palgrave Studies in European Union Politics",3312,"Sociology and Political Science","Social sciences"
"5187",5735,"2662-5873","Palgrave Studies in European Union Politics",3321,"Public Administration","Social sciences"
"5188",5736,"2662-5873","Palgrave Studies in European Union Politics",3320,"Political Science and International Relations","Social sciences"
"5189",5737,"2662-5873","Palgrave Studies in European Union Politics",3308,"Law","Law"
"5190",5739,"8755-7223","Journal of Professional Nursing",2900,"Nursing (all)","Other"
"5191",5740,"0001-2092","AORN Journal",2914,"Medical and Surgical Nursing","Other"
"5192",5741,"0001-4826","Accounting Review",1402,"Accounting","Social sciences"
"5193",5742,"0001-4826","Accounting Review",2003,"Finance","Social sciences"
"5194",5743,"0001-4826","Accounting Review",2002,"Economics and Econometrics","Social sciences"
"5195",5745,"0002-4821","Alberta law review",2700,"Medicine (all)","Other"
"5196",5746,"0002-8762","American Historical Review",1202,"History","Humanities"
"5197",5747,"0002-8762","American Historical Review",3302,"Archeology","Social sciences"
"5198",5748,"0002-8762","American Historical Review",1209,"Museology","Humanities"
"5199",5749,"0002-9378","American Journal of Obstetrics and Gynecology",2729,"Obstetrics and Gynecology","Other"
"5200",5750,"0002-9548","American Journal of Psychoanalysis",3203,"Clinical Psychology","Other"
"5201",5751,"0002-9548","American Journal of Psychoanalysis",2738,"Psychiatry and Mental Health","Other"
"5202",5752,"0003-4819","Annals of Internal Medicine",2724,"Internal Medicine","Other"
"5203",5753,"0004-0894","Area",3305,"Geography, Planning and Development","Social sciences"
"5204",5754,"0004-0975","Arethusa",1205,"Classics","Humanities"
"5205",5755,"0004-0975","Arethusa",3316,"Cultural Studies","Social sciences"
"5206",5756,"0004-0975","Arethusa",1208,"Literature and Literary Theory","Humanities"
"5207",5757,"0004-9158","Australian Forestry",1107,"Forestry","Other"
"5208",5758,"0007-0610","British Dental Journal",3500,"Dentistry (all)","Other"
"5209",5759,"0007-1420","British Medical Bulletin",2700,"Medicine (all)","Other"
"5210",5761,"0008-3658","Canadian Geographer / Geographie Canadien",3305,"Geography, Planning and Development","Social sciences"
"5211",5762,"0008-3658","Canadian Geographer / Geographie Canadien",1904,"Earth-Surface Processes","Other"
"5212",5763,"0008-3976","Canadian Journal of Agricultural Economics",2306,"Global and Planetary Change","Other"
"5213",5764,"0008-3976","Canadian Journal of Agricultural Economics",2303,"Ecology","Other"
"5214",5765,"0008-3976","Canadian Journal of Agricultural Economics",1103,"Animal Science and Zoology","Other"
"5215",5766,"0008-3976","Canadian Journal of Agricultural Economics",1102,"Agronomy and Crop Science","Other"
"5216",5767,"0008-3976","Canadian Journal of Agricultural Economics",2002,"Economics and Econometrics","Social sciences"
"5217",5768,"0008-4085","Canadian Journal of Economics",2002,"Economics and Econometrics","Social sciences"
"5218",5769,"0008-5030","Journal of the Canadian Society of Forensic Science",2734,"Pathology and Forensic Medicine","Other"
"5219",5770,"0008-8080","Catholic Historical Review",1200,"Arts and Humanities (all)","Humanities"
"5220",5771,"0009-7101","Cinema Journal",1213,"Visual Arts and Performing Arts","Humanities"
"5221",5772,"0009-921X","Clinical Orthopaedics and Related Research",2746,"Surgery","Other"
"5222",5773,"0009-921X","Clinical Orthopaedics and Related Research",2732,"Orthopedics and Sports Medicine","Other"
"5223",5774,"0010-0870","College and Research Libraries",3309,"Library and Information Sciences","Social sciences"
"5224",5775,"0010-7530","Contemporary Psychoanalysis",3203,"Clinical Psychology","Other"
"5225",5776,"0010-7530","Contemporary Psychoanalysis",2738,"Psychiatry and Mental Health","Other"
"5226",5778,"0012-0936","Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte",3316,"Cultural Studies","Social sciences"
"5227",5779,"0012-0936","Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte",1211,"Philosophy","Philosophy"
"5228",5780,"0012-0936","Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte",1208,"Literature and Literary Theory","Humanities"
"5229",5782,"0013-063X","De Economist",2002,"Economics and Econometrics","Social sciences"
"5230",5783,"0013-1245","Education and Urban Society",3304,"Education","Social sciences"
"5231",5784,"0013-1245","Education and Urban Society",3322,"Urban Studies","Social sciences"
"5232",5785,"0013-2683","Eire-Ireland; a journal of Irish studies",3316,"Cultural Studies","Social sciences"
"5233",5786,"0013-2683","Eire-Ireland; a journal of Irish studies",3312,"Sociology and Political Science","Social sciences"
"5234",5787,"0013-2683","Eire-Ireland; a journal of Irish studies",1200,"Arts and Humanities (all)","Humanities"
"5235",5788,"0015-0282","Fertility and Sterility",2743,"Reproductive Medicine","Other"
"5236",5789,"0015-0282","Fertility and Sterility",2729,"Obstetrics and Gynecology","Other"
"5237",5790,"0015-704X","Fordham Law Review",3308,"Law","Law"
"5238",5791,"0015-7120","Foreign Affairs",3312,"Sociology and Political Science","Social sciences"
"5239",5792,"0015-7120","Foreign Affairs",3320,"Political Science and International Relations","Social sciences"
"5240",5793,"0016-1128","French Studies",3316,"Cultural Studies","Social sciences"
"5241",5794,"0016-1128","French Studies",1203,"Language and Linguistics","Humanities"
"5242",5795,"0016-1128","French Studies",1202,"History","Humanities"
"5243",5796,"0016-1128","French Studies",3310,"Linguistics and Language","Social sciences"
"5244",5797,"0016-1128","French Studies",1208,"Literature and Literary Theory","Humanities"
"5245",5798,"0016-7223","Geografisk Tidsskrift",3305,"Geography, Planning and Development","Social sciences"
"5246",5799,"0016-7223","Geografisk Tidsskrift",1900,"Earth and Planetary Sciences (all)","Other"
"5247",5800,"0017-811X","Harvard Law Review",3308,"Law","Law"
"5248",5801,"0018-9472","IEEE Transactions on Systems, Man and Cybernetics",2200,"Engineering (all)","Other"
"5249",5803,"0020-4277","Instructional Science",3304,"Education","Social sciences"
"5250",5804,"0020-4277","Instructional Science",3204,"Developmental and Educational Psychology","Other"
"5251",5805,"0020-7314","International Journal of Health Services",2719,"Health Policy","Other"
"5252",5806,"0020-7489","International Journal of Nursing Studies",2900,"Nursing (all)","Other"
"5253",5808,"0020-8817","International Studies",3305,"Geography, Planning and Development","Social sciences"
"5254",5809,"0020-8817","International Studies",3320,"Political Science and International Relations","Social sciences"
"5255",5811,"0021-8456","Journal of Accounting Research",1402,"Accounting","Social sciences"
"5256",5812,"0021-8456","Journal of Accounting Research",2003,"Finance","Social sciences"
"5257",5813,"0021-8456","Journal of Accounting Research",2002,"Economics and Econometrics","Social sciences"
"5258",5814,"0021-8537","Journal of African History",1202,"History","Humanities"
"5259",5815,"0021-9231","Journal of Biblical Literature",1212,"Religious Studies","Humanities"
"5260",5816,"0021-9231","Journal of Biblical Literature",1208,"Literature and Literary Theory","Humanities"
"5261",5817,"0021-9398","Journal of Business",1403,"Business and International Management","Social sciences"
"5262",5818,"0021-9398","Journal of Business",2002,"Economics and Econometrics","Social sciences"
"5263",5819,"0021-9398","Journal of Business",1804,"Statistics, Probability and Uncertainty","Other"
"5264",5820,"0022-0000","Journal of Computer and System Sciences",2614,"Theoretical Computer Science","Other"
"5265",5821,"0022-0000","Journal of Computer and System Sciences",1705,"Computer Networks and Communications","Other"
"5266",5822,"0022-0000","Journal of Computer and System Sciences",1703,"Computational Theory and Mathematics","Other"
"5267",5823,"0022-0000","Journal of Computer and System Sciences",2604,"Applied Mathematics","Other"
"5268",5824,"0022-1309","Journal of General Psychology",3318,"Gender Studies","Social sciences"
"5269",5825,"0022-1309","Journal of General Psychology",3205,"Experimental and Cognitive Psychology","Other"
"5270",5826,"0022-1309","Journal of General Psychology",1201,"Arts and Humanities (miscellaneous)","Humanities"
"5271",5827,"0022-1325","Journal of Genetic Psychology",3204,"Developmental and Educational Psychology","Other"
"5272",5828,"0022-1325","Journal of Genetic Psychology",3203,"Clinical Psychology","Other"
"5273",5829,"0022-1325","Journal of Genetic Psychology",3319,"Life-span and Life-course Studies","Social sciences"
"5274",5830,"0022-166X","Journal of Human Resources",2002,"Economics and Econometrics","Social sciences"
"5275",5831,"0022-166X","Journal of Human Resources",1408,"Strategy and Management","Social sciences"
"5276",5832,"0022-166X","Journal of Human Resources",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5277",5833,"0022-166X","Journal of Human Resources",1405,"Management of Technology and Innovation","Social sciences"
"5278",5834,"0022-2216","Journal of Leisure Research",2301,"Environmental Science (miscellaneous)","Other"
"5279",5835,"0022-2216","Journal of Leisure Research",3312,"Sociology and Political Science","Social sciences"
"5280",5836,"0022-2216","Journal of Leisure Research",1409,"Tourism, Leisure and Hospitality Management","Social sciences"
"5281",5837,"0022-2437","Journal of Marketing Research",1403,"Business and International Management","Social sciences"
"5282",5838,"0022-2437","Journal of Marketing Research",2002,"Economics and Econometrics","Social sciences"
"5283",5839,"0022-2437","Journal of Marketing Research",1406,"Marketing","Social sciences"
"5284",5840,"0022-4375","Journal of Safety Research",2213,"Safety, Risk, Reliability and Quality","Other"
"5285",5843,"0024-9041","McGill law journal. Revue de droit de McGill",2700,"Medicine (all)","Other"
"5286",5844,"0025-1534","Man and World",3312,"Sociology and Political Science","Social sciences"
"5287",5845,"0025-1534","Man and World",1211,"Philosophy","Philosophy"
"5288",5846,"0025-7079","Medical Care",2739,"Public Health, Environmental and Occupational Health","Other"
"5289",5847,"0026-7694","Modern Drama",1208,"Literature and Literary Theory","Humanities"
"5290",5848,"0028-2804","Der Nervenarzt",2808,"Neurology","Other"
"5291",5849,"0028-2804","Der Nervenarzt",2728,"Neurology (clinical)","Other"
"5292",5850,"0028-2804","Der Nervenarzt",2738,"Psychiatry and Mental Health","Other"
"5293",5852,"0029-5671","La Recherche",2700,"Medicine (all)","Other"
"5294",5853,"0030-364X","Operations Research",1706,"Computer Science Applications","Other"
"5295",5854,"0030-364X","Operations Research",1803,"Management Science and Operations Research","Other"
"5296",5855,"0031-4749","Pensamiento",1211,"Philosophy","Philosophy"
"5297",5856,"0032-3497","Polity",3312,"Sociology and Political Science","Social sciences"
"5298",5857,"0032-5473","Postgraduate Medical Journal",2700,"Medicine (all)","Other"
"5299",5858,"0033-2747","Psychiatry (New York)",2738,"Psychiatry and Mental Health","Other"
"5300",5861,"0034-4087","Religious Education",3304,"Education","Social sciences"
"5301",5862,"0034-4087","Religious Education",1212,"Religious Studies","Humanities"
"5302",5863,"0034-7590","RAE Revista de Administracao de Empresas",1403,"Business and International Management","Social sciences"
"5303",5864,"0034-7590","RAE Revista de Administracao de Empresas",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"5304",5865,"0034-7590","RAE Revista de Administracao de Empresas",1410,"Industrial Relations","Social sciences"
"5305",5866,"0034-7590","RAE Revista de Administracao de Empresas",1408,"Strategy and Management","Social sciences"
"5306",5867,"0034-7590","RAE Revista de Administracao de Empresas",1803,"Management Science and Operations Research","Other"
"5307",5868,"0034-7590","RAE Revista de Administracao de Empresas",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5308",5869,"0034-7590","RAE Revista de Administracao de Empresas",1406,"Marketing","Social sciences"
"5309",5870,"0034-7590","RAE Revista de Administracao de Empresas",1802,"Information Systems and Management","Other"
"5310",5871,"0034-7590","RAE Revista de Administracao de Empresas",1405,"Management of Technology and Innovation","Social sciences"
"5311",5873,"0035-0451","Revista Signos",1203,"Language and Linguistics","Humanities"
"5312",5874,"0035-0451","Revista Signos",3310,"Linguistics and Language","Social sciences"
"5313",5875,"0035-0451","Revista Signos",1208,"Literature and Literary Theory","Humanities"
"5314",5876,"0035-8665","Journal of the Royal Army Medical Corps",2700,"Medicine (all)","Other"
"5315",5877,"0038-0644","Software - Practice and Experience",1712,"Software","Other"
"5316",5878,"0040-747X","Tijdschrift Voor Economische en Sociale Geografie",3305,"Geography, Planning and Development","Social sciences"
"5317",5879,"0040-747X","Tijdschrift Voor Economische en Sociale Geografie",2002,"Economics and Econometrics","Social sciences"
"5318",5881,"0043-3462","Western American Literature",1208,"Literature and Literary Theory","Humanities"
"5319",5883,"0044-3301","Zeitschrift fur Philosophische Forschung",1211,"Philosophy","Philosophy"
"5320",5884,"0047-2816","Journal of Technical Writing and Communication",3304,"Education","Social sciences"
"5321",5885,"0047-2816","Journal of Technical Writing and Communication",3315,"Communication","Social sciences"
"5322",5886,"0048-3486","Personnel Review",3202,"Applied Psychology","Other"
"5323",5887,"0048-3486","Personnel Review",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5324",5889,"0049-8653","Lili - Zeitschrift fur Literaturwissenschaft und Linguistik",1203,"Language and Linguistics","Humanities"
"5325",5890,"0049-8653","Lili - Zeitschrift fur Literaturwissenschaft und Linguistik",3310,"Linguistics and Language","Social sciences"
"5326",5891,"0049-8653","Lili - Zeitschrift fur Literaturwissenschaft und Linguistik",1208,"Literature and Literary Theory","Humanities"
"5327",5892,"0075-4358","Journal of Roman Studies",1205,"Classics","Humanities"
"5328",5893,"0075-4358","Journal of Roman Studies",1204,"Archeology (arts and humanities)","Humanities"
"5329",5894,"0075-4358","Journal of Roman Studies",1202,"History","Humanities"
"5330",5895,"0075-4358","Journal of Roman Studies",1213,"Visual Arts and Performing Arts","Humanities"
"5331",5896,"0075-4358","Journal of Roman Studies",3302,"Archeology","Social sciences"
"5332",5897,"0075-4358","Journal of Roman Studies",1208,"Literature and Literary Theory","Humanities"
"5333",5898,"0080-5459","Franciscan Studies",1202,"History","Humanities"
"5334",5899,"0080-5459","Franciscan Studies",1212,"Religious Studies","Humanities"
"5335",5901,"0085-6401","South Asia: Journal of South Asia Studies",3316,"Cultural Studies","Social sciences"
"5336",5902,"0085-6401","South Asia: Journal of South Asia Studies",3303,"Development","Social sciences"
"5337",5903,"0085-6401","South Asia: Journal of South Asia Studies",1202,"History","Humanities"
"5338",5904,"0085-6401","South Asia: Journal of South Asia Studies",3312,"Sociology and Political Science","Social sciences"
"5339",5905,"0090-502X","Memory and Cognition",3206,"Neuropsychology and Physiological Psychology","Other"
"5340",5906,"0090-502X","Memory and Cognition",3205,"Experimental and Cognitive Psychology","Other"
"5341",5907,"0090-502X","Memory and Cognition",1201,"Arts and Humanities (miscellaneous)","Humanities"
"5342",5908,"0090-6514","Telos",3316,"Cultural Studies","Social sciences"
"5343",5909,"0090-6514","Telos",1211,"Philosophy","Philosophy"
"5344",5910,"0090-6514","Telos",3312,"Sociology and Political Science","Social sciences"
"5345",5911,"0090-7324","Reference Services Review",3309,"Library and Information Sciences","Social sciences"
"5346",5912,"0091-0627","Journal of Abnormal Child Psychology",3204,"Developmental and Educational Psychology","Other"
"5347",5913,"0091-0627","Journal of Abnormal Child Psychology",2738,"Psychiatry and Mental Health","Other"
"5348",5914,"0091-4509","Contemporary Drug Problems",3306,"Health (social science)","Social sciences"
"5349",5915,"0091-4509","Contemporary Drug Problems",2719,"Health Policy","Other"
"5350",5916,"0091-4509","Contemporary Drug Problems",2739,"Public Health, Environmental and Occupational Health","Other"
"5351",5917,"0091-4509","Contemporary Drug Problems",3308,"Law","Law"
"5352",5918,"0091-8083","Studies in American Fiction",1208,"Literature and Literary Theory","Humanities"
"5353",5919,"0093-1853","Journal of Psychiatry and Law",2738,"Psychiatry and Mental Health","Other"
"5354",5920,"0093-1853","Journal of Psychiatry and Law",3308,"Law","Law"
"5355",5921,"0098-7921","Population and Development Review",3317,"Demography","Social sciences"
"5356",5922,"0098-7921","Population and Development Review",3303,"Development","Social sciences"
"5357",5923,"0098-7921","Population and Development Review",3312,"Sociology and Political Science","Social sciences"
"5358",5924,"0099-1767","Journal of Emergency Nursing",2907,"Emergency Nursing","Other"
"5359",5925,"0101-3157","Brazilian Journal of Political Economy",3312,"Sociology and Political Science","Social sciences"
"5360",5926,"0101-3157","Brazilian Journal of Political Economy",2000,"Economics, Econometrics and Finance (all)","Social sciences"
"5361",5927,"0101-3157","Brazilian Journal of Political Economy",3320,"Political Science and International Relations","Social sciences"
"5362",5929,"0104-1290","Saude e Sociedade",3306,"Health (social science)","Social sciences"
"5363",5930,"0104-1290","Saude e Sociedade",2739,"Public Health, Environmental and Occupational Health","Other"
"5364",5935,"0128-7702","Pertanika Journal of Social Science and Humanities",1400,"Business, Management and Accounting (all)","Social sciences"
"5365",5936,"0128-7702","Pertanika Journal of Social Science and Humanities",1200,"Arts and Humanities (all)","Humanities"
"5366",5937,"0128-7702","Pertanika Journal of Social Science and Humanities",3300,"Social Sciences (all)","Social sciences"
"5367",5938,"0128-7702","Pertanika Journal of Social Science and Humanities",2000,"Economics, Econometrics and Finance (all)","Social sciences"
"5368",5939,"0129-2986","Asian Journal of Communication",3315,"Communication","Social sciences"
"5369",5940,"0129-2986","Asian Journal of Communication",3304,"Education","Social sciences"
"5370",5941,"0142-064X","Journal for the Study of the New Testament",1212,"Religious Studies","Humanities"
"5371",5942,"0142-5455","Employee Relations",1410,"Industrial Relations","Social sciences"
"5372",5943,"0142-5455","Employee Relations",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5373",5944,"0144-7394","Teaching Public Administration",3304,"Education","Social sciences"
"5374",5945,"0144-7394","Teaching Public Administration",3321,"Public Administration","Social sciences"
"5375",5946,"0145-9740","Medical Anthropology: Cross Cultural Studies in Health and Illness",3306,"Health (social science)","Social sciences"
"5376",5947,"0145-9740","Medical Anthropology: Cross Cultural Studies in Health and Illness",3314,"Anthropology","Social sciences"
"5377",5948,"0146-1044","Sexuality and Disability",3612,"Physical Therapy, Sports Therapy and Rehabilitation","Other"
"5378",5949,"0146-1044","Sexuality and Disability",2742,"Rehabilitation","Other"
"5379",5950,"0147-2593","Lion and the Unicorn",1208,"Literature and Literary Theory","Humanities"
"5380",5952,"0149-4929","Marriage and Family Review",3301,"Social Sciences (miscellaneous)","Social sciences"
"5381",5953,"0149-7952","German Studies Review",3316,"Cultural Studies","Social sciences"
"5382",5954,"0149-7952","German Studies Review",1201,"Arts and Humanities (miscellaneous)","Humanities"
"5383",5955,"0154-8344","Cahiers d'Economie Politique",1202,"History","Humanities"
"5384",5956,"0154-8344","Cahiers d'Economie Politique",2002,"Economics and Econometrics","Social sciences"
"5385",5957,"0158-037X","Studies in Continuing Education",3304,"Education","Social sciences"
"5386",5958,"0161-2492","Callaloo",3316,"Cultural Studies","Social sciences"
"5387",5959,"0161-2492","Callaloo",1213,"Visual Arts and Performing Arts","Humanities"
"5388",5960,"0161-2492","Callaloo",1208,"Literature and Literary Theory","Humanities"
"5389",5961,"0161-2840","Issues in Mental Health Nursing",2921,"Psychiatric Mental Health","Other"
"5390",5962,"0161-6846","Public Library Quarterly",3309,"Library and Information Sciences","Social sciences"
"5391",5963,"0161-7761","Anthropology and Education Quarterly",3304,"Education","Social sciences"
"5392",5964,"0161-7761","Anthropology and Education Quarterly",3314,"Anthropology","Social sciences"
"5393",5965,"0163-786X","Research in Social Movements, Conflicts and Change",3312,"Sociology and Political Science","Social sciences"
"5394",5966,"0163-786X","Research in Social Movements, Conflicts and Change",3320,"Political Science and International Relations","Social sciences"
"5395",5967,"0163-8343","General Hospital Psychiatry",2738,"Psychiatry and Mental Health","Other"
"5396",5968,"0165-005X","Culture, Medicine and Psychiatry",3306,"Health (social science)","Social sciences"
"5397",5969,"0165-005X","Culture, Medicine and Psychiatry",3314,"Anthropology","Social sciences"
"5398",5970,"0165-005X","Culture, Medicine and Psychiatry",1201,"Arts and Humanities (miscellaneous)","Humanities"
"5399",5971,"0165-005X","Culture, Medicine and Psychiatry",2738,"Psychiatry and Mental Health","Other"
"5400",5972,"0165-0114","Fuzzy Sets and Systems",2609,"Logic","Other"
"5401",5973,"0165-0114","Fuzzy Sets and Systems",1702,"Artificial Intelligence","Other"
"5402",5974,"0165-1587","European Review of Agricultural Economics",1101,"Agricultural and Biological Sciences (miscellaneous)","Other"
"5403",5975,"0165-1587","European Review of Agricultural Economics",2002,"Economics and Econometrics","Social sciences"
"5404",5976,"0167-3831","Grotiana",1202,"History","Humanities"
"5405",5977,"0167-3831","Grotiana",3308,"Law","Law"
"5406",5978,"0167-5923","Population Research and Policy Review",3317,"Demography","Social sciences"
"5407",5979,"0167-5923","Population Research and Policy Review",2308,"Management, Monitoring, Policy and Law","Other"
"5408",5980,"0167-6369","Environmental Monitoring and Assessment",2300,"Environmental Science (all)","Other"
"5409",5981,"0167-6369","Environmental Monitoring and Assessment",2310,"Pollution","Other"
"5410",5982,"0167-6369","Environmental Monitoring and Assessment",2308,"Management, Monitoring, Policy and Law","Other"
"5411",5983,"0167-9848","Husserl Studies",1211,"Philosophy","Philosophy"
"5412",5984,"0168-7433","Journal of Automated Reasoning",1712,"Software","Other"
"5413",5985,"0168-7433","Journal of Automated Reasoning",1703,"Computational Theory and Mathematics","Other"
"5414",5986,"0168-7433","Journal of Automated Reasoning",1702,"Artificial Intelligence","Other"
"5415",5987,"0195-3613","Journal of Labor Research",1408,"Strategy and Management","Social sciences"
"5416",5988,"0195-3613","Journal of Labor Research",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5417",5989,"0195-3613","Journal of Labor Research",1405,"Management of Technology and Innovation","Social sciences"
"5418",5990,"0195-6663","Appetite",3200,"Psychology (all)","Other"
"5419",5991,"0195-6663","Appetite",2916,"Nutrition and Dietetics","Other"
"5420",5992,"0197-6664","Family Relations",3304,"Education","Social sciences"
"5421",5993,"0197-6664","Family Relations",3204,"Developmental and Educational Psychology","Other"
"5422",5994,"0197-6664","Family Relations",3301,"Social Sciences (miscellaneous)","Social sciences"
"5423",5996,"0198-9073","Journal of the American Taxation Association",1402,"Accounting","Social sciences"
"5424",5997,"0198-9073","Journal of the American Taxation Association",2003,"Finance","Social sciences"
"5425",5998,"0198-9715","Computers, Environment and Urban Systems",3305,"Geography, Planning and Development","Social sciences"
"5426",5999,"0198-9715","Computers, Environment and Urban Systems",2302,"Ecological Modeling","Other"
"5427",6000,"0198-9715","Computers, Environment and Urban Systems",2300,"Environmental Science (all)","Other"
"5428",6001,"0198-9715","Computers, Environment and Urban Systems",3322,"Urban Studies","Social sciences"
"5429",6002,"0211-2337","Anales del Seminario de Historia de la Filosofia",1211,"Philosophy","Philosophy"
"5430",6003,"0211-2337","Anales del Seminario de Historia de la Filosofia",1207,"History and Philosophy of Science","Humanities"
"5431",6004,"0211-979X","Revista de Derecho Politico",3312,"Sociology and Political Science","Social sciences"
"5432",6005,"0211-979X","Revista de Derecho Politico",3308,"Law","Law"
"5433",6006,"0218-1940","International Journal of Software Engineering and Knowledge Engineering",1712,"Software","Other"
"5434",6007,"0218-1940","International Journal of Software Engineering and Knowledge Engineering",1705,"Computer Networks and Communications","Other"
"5435",6008,"0218-1940","International Journal of Software Engineering and Knowledge Engineering",1704,"Computer Graphics and Computer-Aided Design","Other"
"5436",6009,"0218-1940","International Journal of Software Engineering and Knowledge Engineering",1702,"Artificial Intelligence","Other"
"5437",6011,"0254-9239","Lexis (Peru)",1203,"Language and Linguistics","Humanities"
"5438",6012,"0254-9239","Lexis (Peru)",3310,"Linguistics and Language","Social sciences"
"5439",6013,"0254-9239","Lexis (Peru)",1208,"Literature and Literary Theory","Humanities"
"5440",6014,"0256-0046","Critical Arts",3316,"Cultural Studies","Social sciences"
"5441",6015,"0256-0046","Critical Arts",3315,"Communication","Social sciences"
"5442",6016,"0256-0046","Critical Arts",1201,"Arts and Humanities (miscellaneous)","Humanities"
"5443",6017,"0256-9574","South African Medical Journal",2700,"Medicine (all)","Other"
"5444",6019,"0260-6917","Nurse Education Today",2900,"Nursing (all)","Other"
"5445",6020,"0260-6917","Nurse Education Today",3304,"Education","Social sciences"
"5446",6021,"0260-9827","Political Geography Quarterly",2300,"Environmental Science (all)","Other"
"5447",6022,"0260-9827","Political Geography Quarterly",1900,"Earth and Planetary Sciences (all)","Other"
"5448",6024,"0261-5479","Social Work Education",3304,"Education","Social sciences"
"5449",6025,"0261-5479","Social Work Education",3301,"Social Sciences (miscellaneous)","Social sciences"
"5450",6026,"0261-927X","Journal of Language and Social Psychology",3207,"Social Psychology","Other"
"5451",6027,"0261-927X","Journal of Language and Social Psychology",3304,"Education","Social sciences"
"5452",6028,"0261-927X","Journal of Language and Social Psychology",1203,"Language and Linguistics","Humanities"
"5453",6029,"0261-927X","Journal of Language and Social Psychology",3314,"Anthropology","Social sciences"
"5454",6030,"0261-927X","Journal of Language and Social Psychology",3312,"Sociology and Political Science","Social sciences"
"5455",6031,"0261-927X","Journal of Language and Social Psychology",3310,"Linguistics and Language","Social sciences"
"5456",6033,"0263-2373","European Management Journal",1408,"Strategy and Management","Social sciences"
"5457",6034,"0264-410X","Vaccine",1313,"Molecular Medicine","Other"
"5458",6035,"0264-410X","Vaccine",2400,"Immunology and Microbiology (all)","Other"
"5459",6036,"0264-410X","Vaccine",3400,"Veterinary (all)","Other"
"5460",6037,"0264-410X","Vaccine",2739,"Public Health, Environmental and Occupational Health","Other"
"5461",6038,"0264-410X","Vaccine",2725,"Infectious Diseases","Other"
"5462",6039,"0265-5322","Language Testing",1203,"Language and Linguistics","Humanities"
"5463",6040,"0265-5322","Language Testing",3301,"Social Sciences (miscellaneous)","Social sciences"
"5464",6041,"0265-5322","Language Testing",3310,"Linguistics and Language","Social sciences"
"5465",6042,"0267-1522","Research Papers in Education",3304,"Education","Social sciences"
"5466",6043,"0267-1905","Annual Review of Applied Linguistics",1203,"Language and Linguistics","Humanities"
"5467",6044,"0267-1905","Annual Review of Applied Linguistics",3310,"Linguistics and Language","Social sciences"
"5468",6045,"0268-1102","Information Technology for Development",3303,"Development","Social sciences"
"5469",6046,"0268-1102","Information Technology for Development",3321,"Public Administration","Social sciences"
"5470",6047,"0268-1102","Information Technology for Development",1706,"Computer Science Applications","Other"
"5471",6048,"0268-3946","Journal of Managerial Psychology",3207,"Social Psychology","Other"
"5472",6049,"0268-3946","Journal of Managerial Psychology",3202,"Applied Psychology","Other"
"5473",6050,"0268-3946","Journal of Managerial Psychology",1803,"Management Science and Operations Research","Other"
"5474",6051,"0268-3946","Journal of Managerial Psychology",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5475",6052,"0268-4160","Continuity and Change",1202,"History","Humanities"
"5476",6053,"0268-4160","Continuity and Change",3300,"Social Sciences (all)","Social sciences"
"5477",6054,"0269-0942","Local Economy",2000,"Economics, Econometrics and Finance (all)","Social sciences"
"5478",6055,"0270-3149","Women and Therapy",3318,"Gender Studies","Social sciences"
"5479",6056,"0270-3149","Women and Therapy",3200,"Psychology (all)","Other"
"5480",6058,"0272-6963","Journal of Operations Management",1408,"Strategy and Management","Social sciences"
"5481",6059,"0272-6963","Journal of Operations Management",1803,"Management Science and Operations Research","Other"
